"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"557_s_at"	"0.9997"	"9.29e-01"	"0.091686"	"-6.0653"	"0.019854"	"SSTR3"	"somatostatin receptor 3"
"33001_s_at"	"0.9997"	"9.29e-01"	"0.091685"	"-6.0653"	"0.0194095"	"TGM5"	"transglutaminase 5"
"32204_at"	"0.9997"	"9.29e-01"	"0.091682"	"-6.0653"	"0.014933"	"PDE6G"	"phosphodiesterase 6G"
"35736_at"	"0.9997"	"9.30e-01"	"0.091655"	"-6.0653"	"0.015622"	"GCOM1///POLR2M"	"GRINL1A complex locus 1///RNA polymerase II subunit M"
"34828_at"	"0.9997"	"9.30e-01"	"-0.091308"	"-6.0653"	"-0.025353"	"POLR2I"	"RNA polymerase II subunit I"
"40912_s_at"	"0.9997"	"9.30e-01"	"-0.091146"	"-6.0653"	"-0.0146355"	"BPHL"	"biphenyl hydrolase like"
"1051_g_at"	"0.9997"	"9.30e-01"	"0.091056"	"-6.0653"	"0.0144215"	"MLANA"	"melan-A"
"36118_at"	"0.9997"	"9.30e-01"	"0.091018"	"-6.0653"	"0.014819"	"NCOA1"	"nuclear receptor coactivator 1"
"35868_at"	"0.9997"	"9.30e-01"	"0.090876"	"-6.0654"	"0.0141605"	"AGER"	"advanced glycosylation end-product specific receptor"
"35227_at"	"0.9997"	"9.30e-01"	"-0.090791"	"-6.0654"	"-0.0137275"	"RBBP8"	"RB binding protein 8, endonuclease"
"36833_at"	"0.9997"	"9.30e-01"	"0.090788"	"-6.0654"	"0.013435"	"GLA"	"galactosidase alpha"
"31664_at"	"0.9997"	"9.30e-01"	"0.090722"	"-6.0654"	"0.0154525"	"AGFG2"	"ArfGAP with FG repeats 2"
"32261_at"	"0.9997"	"9.30e-01"	"-0.090708"	"-6.0654"	"-0.0160105"	"BAZ1B"	"bromodomain adjacent to zinc finger domain 1B"
"37774_at"	"0.9997"	"9.30e-01"	"0.090705"	"-6.0654"	"0.016309"	"SEPT6"	"septin 6"
"38051_at"	"0.9997"	"9.30e-01"	"-0.090692"	"-6.0654"	"-0.017757"	"MAL"	"mal, T-cell differentiation protein"
"34769_at"	"0.9997"	"9.30e-01"	"-0.090689"	"-6.0654"	"-0.013927"	"FAAH"	"fatty acid amide hydrolase"
"976_s_at"	"0.9997"	"9.30e-01"	"-0.090586"	"-6.0654"	"-0.0182655"	"MAPK1"	"mitogen-activated protein kinase 1"
"1464_at"	"0.9997"	"9.30e-01"	"-0.090444"	"-6.0654"	"-0.0183025"	"MIR483"	"microRNA 483"
"35517_at"	"0.9997"	"9.30e-01"	"-0.0904"	"-6.0654"	"-0.013728"	"CD4"	"CD4 molecule"
"32755_at"	"0.9997"	"9.30e-01"	"-0.090368"	"-6.0654"	"-0.0224095"	"ACTA2"	"actin, alpha 2, smooth muscle, aorta"
"35719_at"	"0.9997"	"9.31e-01"	"0.090209"	"-6.0654"	"0.0137035"	"PHLPP1"	"PH domain and leucine rich repeat protein phosphatase 1"
"41598_at"	"0.9997"	"9.31e-01"	"-0.090104"	"-6.0654"	"-0.0150595"	"SEC22B"	"SEC22 homolog B, vesicle trafficking protein (gene/pseudogene)"
"34722_at"	"0.9997"	"9.31e-01"	"0.089946"	"-6.0655"	"0.0139375"	"TIMP2"	"TIMP metallopeptidase inhibitor 2"
"930_at"	"0.9997"	"9.31e-01"	"0.089872"	"-6.0655"	"0.017088"	"PPP2R3A"	"protein phosphatase 2 regulatory subunit B''alpha"
"31954_f_at"	"0.9997"	"9.31e-01"	"0.089846"	"-6.0655"	"0.0135085"	"GAGE10///GAGE12D///GAGE8///GAGE12F///GAGE2A///GAGE12H///GAGE12E///GAGE12B///GAGE12C///GAGE2D///GAGE12J///GAGE12G///GAGE13///GAGE2E///GAGE12I///GAGE7///GAGE6///GAGE5///GAGE4///GAGE2C///GAGE1"	"G antigen 10///G antigen 12D///G antigen 8///G antigen 12F///G antigen 2A///G antigen 12H///G antigen 12E///G antigen 12B///G antigen 12C///G antigen 2D///G antigen 12J///G antigen 12G///G antigen 13///G antigen 2E///G antigen 12I///G antigen 7///G antigen 6///G antigen 5///G antigen 4///G antigen 2C///G antigen 1"
"34404_at"	"0.9997"	"9.31e-01"	"-0.089835"	"-6.0655"	"-0.019312"	"COPS7A"	"COP9 signalosome subunit 7A"
"37246_at"	"0.9997"	"9.31e-01"	"0.089794"	"-6.0655"	"0.013895"	"ACD"	"adrenocortical dysplasia homolog"
"37266_at"	"0.9997"	"9.31e-01"	"0.089738"	"-6.0655"	"0.0139315"	"ZNF32"	"zinc finger protein 32"
"36936_at"	"0.9997"	"9.31e-01"	"0.089673"	"-6.0655"	"0.01378"	"TSTA3"	"tissue specific transplantation antigen P35B"
"33519_at"	"0.9997"	"9.31e-01"	"0.089662"	"-6.0655"	"0.0150605"	"ADH6"	"alcohol dehydrogenase 6 (class V)"
"37581_at"	"0.9997"	"9.31e-01"	"-0.089525"	"-6.0655"	"-0.021539"	"PPP6C"	"protein phosphatase 6 catalytic subunit"
"34131_at"	"0.9997"	"9.31e-01"	"0.089514"	"-6.0655"	"0.0150505"	"SLC7A11"	"solute carrier family 7 member 11"
"1983_at"	"0.9997"	"9.31e-01"	"0.089457"	"-6.0655"	"0.0163625"	"CCND2"	"cyclin D2"
"35431_g_at"	"0.9997"	"9.31e-01"	"0.089368"	"-6.0655"	"0.017639"	"MED6"	"mediator complex subunit 6"
"34565_at"	"0.9997"	"9.31e-01"	"-0.089355"	"-6.0655"	"-0.014001"	"CSN1S1"	"casein alpha s1"
"39406_at"	"0.9997"	"9.31e-01"	"0.089276"	"-6.0655"	"0.013315"	"BMP1"	"bone morphogenetic protein 1"
"39368_at"	"0.9997"	"9.31e-01"	"0.089208"	"-6.0655"	"0.015691"	"EIF2S2"	"eukaryotic translation initiation factor 2 subunit beta"
"39837_s_at"	"0.9997"	"9.31e-01"	"0.089193"	"-6.0655"	"0.014383"	"ZNF467"	"zinc finger protein 467"
"40560_at"	"0.9997"	"9.31e-01"	"-0.089126"	"-6.0655"	"-0.0188755"	"TBX2"	"T-box 2"
"37323_r_at"	"0.9997"	"9.32e-01"	"0.089054"	"-6.0655"	"0.014025"	"HPGD"	"hydroxyprostaglandin dehydrogenase 15-(NAD)"
"34820_at"	"0.9997"	"9.32e-01"	"-0.088988"	"-6.0655"	"-0.019507"	"PTN"	"pleiotrophin"
"32799_at"	"0.9997"	"9.32e-01"	"-0.088972"	"-6.0655"	"-0.013441"	"SCAMP3"	"secretory carrier membrane protein 3"
"36555_at"	"0.9997"	"9.32e-01"	"0.088955"	"-6.0655"	"0.015987"	"SNCG"	"synuclein gamma"
"713_at"	"0.9997"	"9.32e-01"	"0.088805"	"-6.0656"	"0.0165345"	"MAX"	"MYC associated factor X"
"32259_at"	"0.9997"	"9.32e-01"	"0.08873"	"-6.0656"	"0.013649"	"EZH1"	"enhancer of zeste 1 polycomb repressive complex 2 subunit"
"40432_at"	"0.9997"	"9.32e-01"	"0.08856"	"-6.0656"	"0.0130515"	"GNS"	"glucosamine (N-acetyl)-6-sulfatase"
"38206_at"	"0.9997"	"9.32e-01"	"0.088523"	"-6.0656"	"0.0143485"	"RPL3L"	"ribosomal protein L3 like"
"1938_at"	"0.9997"	"9.32e-01"	"0.088519"	"-6.0656"	"0.0143305"	"SRC"	"SRC proto-oncogene, non-receptor tyrosine kinase"
"36451_at"	"0.9997"	"9.32e-01"	"0.088471"	"-6.0656"	"0.013783"	"ACVR1B"	"activin A receptor type 1B"
"36380_at"	"0.9997"	"9.32e-01"	"0.088427"	"-6.0656"	"0.013357"	"LINC00588"	"long intergenic non-protein coding RNA 588"
"34126_at"	"0.9997"	"9.32e-01"	"-0.088371"	"-6.0656"	"-0.0178945"	"BRSK2"	"BR serine/threonine kinase 2"
"41097_at"	"0.9997"	"9.32e-01"	"-0.088366"	"-6.0656"	"-0.0143625"	"TERF2"	"telomeric repeat binding factor 2"
"33690_at"	"0.9997"	"9.32e-01"	"-0.088306"	"-6.0656"	"-0.013037"	"LONRF1"	"LON peptidase N-terminal domain and ring finger 1"
"34681_at"	"0.9997"	"9.32e-01"	"-0.08828"	"-6.0656"	"-0.018741"	"SEMA3E"	"semaphorin 3E"
"36641_at"	"0.9997"	"9.32e-01"	"-0.08827"	"-6.0656"	"-0.0133215"	"CAPZA2"	"capping actin protein of muscle Z-line alpha subunit 2"
"37406_at"	"0.9997"	"9.32e-01"	"0.088172"	"-6.0656"	"0.01303"	"MAPRE2"	"microtubule associated protein RP/EB family member 2"
"36290_s_at"	"0.9997"	"9.32e-01"	"0.088141"	"-6.0656"	"0.0204825"	"FUT6///FUT5///FUT3"	"fucosyltransferase 6///fucosyltransferase 5///fucosyltransferase 3 (Lewis blood group)"
"32103_at"	"0.9997"	"9.32e-01"	"0.088065"	"-6.0656"	"0.013914"	"SERPINF2"	"serpin family F member 2"
"38473_at"	"0.9997"	"9.32e-01"	"0.088011"	"-6.0656"	"0.0151745"	"TARS"	"threonyl-tRNA synthetase"
"37599_at"	"0.9997"	"9.32e-01"	"0.087859"	"-6.0657"	"0.017847"	"AOX1"	"aldehyde oxidase 1"
"40670_at"	"0.9997"	"9.32e-01"	"-0.087837"	"-6.0657"	"-0.0136495"	"KYNU"	"kynureninase"
"41731_g_at"	"0.9997"	"9.32e-01"	"-0.087828"	"-6.0657"	"-0.0137935"	"MYL3"	"myosin light chain 3"
"31391_at"	"0.9997"	"9.33e-01"	"-0.087734"	"-6.0657"	"-0.0145845"	"HAP1"	"huntingtin associated protein 1"
"38639_at"	"0.9997"	"9.33e-01"	"-0.087727"	"-6.0657"	"-0.013067"	"MIR4800///MXD4"	"microRNA 4800///MAX dimerization protein 4"
"AFFX-HUMGAPDH/M33197_M_at"	"0.9997"	"9.33e-01"	"-0.087661"	"-6.0657"	"-0.0140125"	"GAPDH"	"glyceraldehyde-3-phosphate dehydrogenase"
"35357_at"	"0.9997"	"9.33e-01"	"0.087621"	"-6.0657"	"0.0130815"	"MRFAP1L1"	"Morf4 family associated protein 1 like 1"
"1500_at"	"0.9997"	"9.33e-01"	"0.08729"	"-6.0657"	"0.013503"	"WT1"	"Wilms tumor 1"
"37648_at"	"0.9997"	"9.33e-01"	"-0.087159"	"-6.0657"	"-0.0147945"	"TTLL12"	"tubulin tyrosine ligase like 12"
"36251_at"	"0.9997"	"9.33e-01"	"-0.087075"	"-6.0657"	"-0.01669"	"SYT2"	"synaptotagmin 2"
"35176_at"	"0.9997"	"9.33e-01"	"0.087051"	"-6.0657"	"0.0131745"	"DPAGT1"	"dolichyl-phosphate N-acetylglucosaminephosphotransferase 1"
"31825_at"	"0.9997"	"9.33e-01"	"0.086899"	"-6.0657"	"0.01685"	"SERPIND1"	"serpin family D member 1"
"39242_at"	"0.9997"	"9.33e-01"	"-0.086888"	"-6.0657"	"-0.013085"	"SYT5"	"synaptotagmin 5"
"35152_at"	"0.9997"	"9.33e-01"	"-0.086815"	"-6.0658"	"-0.0143825"	"RAMP3"	"receptor (G protein-coupled) activity modifying protein 3"
"35461_at"	"0.9997"	"9.33e-01"	"0.086803"	"-6.0658"	"0.020568"	"PLA2R1"	"phospholipase A2 receptor 1"
"40513_at"	"0.9997"	"9.33e-01"	"-0.086689"	"-6.0658"	"-0.01381"	"PPP3R1"	"protein phosphatase 3 regulatory subunit B, alpha"
"33069_f_at"	"0.9997"	"9.33e-01"	"0.086672"	"-6.0658"	"0.0130155"	"UGT2B15"	"UDP glucuronosyltransferase family 2 member B15"
"37083_s_at"	"0.9997"	"9.33e-01"	"-0.086645"	"-6.0658"	"-0.0150985"	"ZSCAN12"	"zinc finger and SCAN domain containing 12"
"AFFX-M27830_5_at"	"0.9997"	"9.33e-01"	"0.086539"	"-6.0658"	"0.064265"	""	""
"35930_at"	"0.9997"	"9.34e-01"	"0.086319"	"-6.0658"	"0.0134325"	"TSPY10///TSPY8///TSPY4///TSPY3///TSPY2///TSPY1"	"testis specific protein, Y-linked 10///testis specific protein, Y-linked 8///testis specific protein, Y-linked 4///testis specific protein, Y-linked 3///testis specific protein, Y-linked 2///testis specific protein, Y-linked 1"
"608_at"	"0.9997"	"9.34e-01"	"0.08618"	"-6.0658"	"0.018513"	"APOE"	"apolipoprotein E"
"32473_at"	"0.9997"	"9.34e-01"	"0.086178"	"-6.0658"	"0.013044"	"KCNA6"	"potassium voltage-gated channel subfamily A member 6"
"39617_at"	"0.9997"	"9.34e-01"	"-0.086148"	"-6.0658"	"-0.012813"	"LIFR"	"leukemia inhibitory factor receptor alpha"
"39860_at"	"0.9997"	"9.34e-01"	"-0.085994"	"-6.0658"	"-0.0126125"	"FUBP1"	"far upstream element binding protein 1"
"34605_at"	"0.9997"	"9.34e-01"	"0.085949"	"-6.0658"	"0.0155295"	"ATF7"	"activating transcription factor 7"
"37011_at"	"0.9997"	"9.34e-01"	"0.085897"	"-6.0658"	"0.014527"	"AIF1"	"allograft inflammatory factor 1"
"35352_at"	"0.9997"	"9.34e-01"	"-0.085893"	"-6.0658"	"-0.0132525"	"ARNT2"	"aryl hydrocarbon receptor nuclear translocator 2"
"39504_at"	"0.9997"	"9.34e-01"	"-0.085843"	"-6.0658"	"-0.013549"	"GJC2"	"gap junction protein gamma 2"
"395_at"	"0.9997"	"9.34e-01"	"-0.085832"	"-6.0658"	"-0.0155175"	""	""
"33144_at"	"0.9997"	"9.34e-01"	"0.08574"	"-6.0659"	"0.0165965"	"CSNK1D"	"casein kinase 1 delta"
"35862_at"	"0.9997"	"9.34e-01"	"0.0857"	"-6.0659"	"0.015752"	"SLC15A2"	"solute carrier family 15 member 2"
"40133_s_at"	"0.9997"	"9.34e-01"	"0.085591"	"-6.0659"	"0.021163"	"GRHPR"	"glyoxylate and hydroxypyruvate reductase"
"38601_at"	"0.9997"	"9.34e-01"	"-0.085517"	"-6.0659"	"-0.014663"	"BEST1"	"bestrophin 1"
"32516_at"	"0.9997"	"9.34e-01"	"0.085498"	"-6.0659"	"0.015038"	"CAPN7"	"calpain 7"
"36918_at"	"0.9997"	"9.34e-01"	"-0.085333"	"-6.0659"	"-0.0165655"	"GUCY1A3"	"guanylate cyclase 1 soluble subunit alpha"
"36997_at"	"0.9997"	"9.34e-01"	"0.085252"	"-6.0659"	"0.012611"	"AK1"	"adenylate kinase 1"
"1040_s_at"	"0.9997"	"9.34e-01"	"-0.085161"	"-6.0659"	"-0.0138815"	"ABI2"	"abl-interactor 2"
"40177_at"	"0.9997"	"9.35e-01"	"0.085026"	"-6.0659"	"0.0226345"	""	""
"32426_f_at"	"0.9997"	"9.35e-01"	"0.08501"	"-6.0659"	"0.0160065"	"MAGEA1"	"MAGE family member A1"
"37963_at"	"0.9997"	"9.35e-01"	"0.084999"	"-6.0659"	"0.0127885"	"ARSA"	"arylsulfatase A"
"35339_at"	"0.9997"	"9.35e-01"	"-0.084977"	"-6.0659"	"-0.01308"	"RAB8A"	"RAB8A, member RAS oncogene family"
"34222_at"	"0.9997"	"9.35e-01"	"0.084961"	"-6.0659"	"0.0133905"	"BRINP2"	"BMP/retinoic acid inducible neural specific 2"
"32953_at"	"0.9997"	"9.35e-01"	"-0.08495"	"-6.0659"	"-0.0137255"	"CD5"	"CD5 molecule"
"39037_at"	"0.9997"	"9.35e-01"	"-0.084874"	"-6.0659"	"-0.014281"	"AFF1"	"AF4/FMR2 family member 1"
"35722_at"	"0.9997"	"9.35e-01"	"0.084871"	"-6.0659"	"0.019995"	"UPF2"	"UPF2 regulator of nonsense transcripts homolog (yeast)"
"107_at"	"0.9997"	"9.35e-01"	"0.084814"	"-6.0659"	"0.020728"	"RAB40AL"	"RAB40A, member RAS oncogene family-like"
"39867_at"	"0.9997"	"9.35e-01"	"-0.084672"	"-6.066"	"-0.0138785"	"TUFM"	"Tu translation elongation factor, mitochondrial"
"31819_at"	"0.9997"	"9.35e-01"	"0.084553"	"-6.066"	"0.015144"	"SLC22A24"	"solute carrier family 22 member 24"
"35216_at"	"0.9997"	"9.35e-01"	"0.084534"	"-6.066"	"0.015815"	"ME3"	"malic enzyme 3"
"40106_at"	"0.9997"	"9.35e-01"	"0.084505"	"-6.066"	"0.0137045"	"HNRNPUL1"	"heterogeneous nuclear ribonucleoprotein U like 1"
"34045_at"	"0.9997"	"9.35e-01"	"-0.084372"	"-6.066"	"-0.0148165"	"CT62"	"cancer/testis antigen 62"
"31390_at"	"0.9997"	"9.35e-01"	"0.084152"	"-6.066"	"0.012388"	"ZNF154"	"zinc finger protein 154"
"1931_at"	"0.9997"	"9.35e-01"	"-0.084151"	"-6.066"	"-0.0125205"	"ABCC4"	"ATP binding cassette subfamily C member 4"
"33574_at"	"0.9997"	"9.35e-01"	"-0.084118"	"-6.066"	"-0.012463"	"C6orf10"	"chromosome 6 open reading frame 10"
"38106_at"	"0.9997"	"9.35e-01"	"0.08398"	"-6.066"	"0.0242265"	"NSA2"	"NSA2, ribosome biogenesis homolog"
"40393_at"	"0.9997"	"9.35e-01"	"0.083886"	"-6.066"	"0.016038"	"HOXA4"	"homeobox A4"
"1390_s_at"	"0.9997"	"9.36e-01"	"-0.083782"	"-6.066"	"-0.013603"	"GHRH"	"growth hormone releasing hormone"
"34084_at"	"0.9997"	"9.36e-01"	"-0.083651"	"-6.066"	"-0.013172"	"AKR1D1"	"aldo-keto reductase family 1, member D1"
"32030_at"	"0.9997"	"9.36e-01"	"0.083587"	"-6.066"	"0.025138"	"C15orf38-AP3S2///AP3S2"	"C15orf38-AP3S2 readthrough///adaptor related protein complex 3 sigma 2 subunit"
"32122_at"	"0.9997"	"9.36e-01"	"-0.083547"	"-6.0661"	"-0.0136305"	"SUOX"	"sulfite oxidase"
"37361_at"	"0.9997"	"9.36e-01"	"0.0835"	"-6.0661"	"0.0129625"	"FIBP"	"FGF1 intracellular binding protein"
"40520_g_at"	"0.9997"	"9.36e-01"	"-0.083462"	"-6.0661"	"-0.0149905"	"PTPRC"	"protein tyrosine phosphatase, receptor type C"
"38865_at"	"0.9997"	"9.36e-01"	"0.083441"	"-6.0661"	"0.0141905"	"GRAP2"	"GRB2-related adaptor protein 2"
"40554_at"	"0.9997"	"9.36e-01"	"0.08344"	"-6.0661"	"0.0123195"	"GOLIM4"	"golgi integral membrane protein 4"
"32961_at"	"0.9997"	"9.36e-01"	"-0.083437"	"-6.0661"	"-0.0141435"	"DENND4A"	"DENN domain containing 4A"
"33863_at"	"0.9997"	"9.36e-01"	"-0.083382"	"-6.0661"	"-0.0137575"	"HYOU1"	"hypoxia up-regulated 1"
"31484_at"	"0.9997"	"9.36e-01"	"-0.083303"	"-6.0661"	"-0.01322"	""	""
"37339_at"	"0.9997"	"9.36e-01"	"-0.083299"	"-6.0661"	"-0.0123185"	"MIR4271///C3orf62///USP4"	"microRNA 4271///chromosome 3 open reading frame 62///ubiquitin specific peptidase 4"
"33393_at"	"0.9997"	"9.36e-01"	"-0.08322"	"-6.0661"	"-0.017048"	"DDX19B"	"DEAD-box helicase 19B"
"35492_at"	"0.9997"	"9.36e-01"	"0.083146"	"-6.0661"	"0.012396"	"CYP4F12"	"cytochrome P450 family 4 subfamily F member 12"
"33087_s_at"	"0.9997"	"9.36e-01"	"-0.083127"	"-6.0661"	"-0.014539"	"KCNH1"	"potassium voltage-gated channel subfamily H member 1"
"32656_at"	"0.9997"	"9.36e-01"	"0.083107"	"-6.0661"	"0.012297"	"MPDZ"	"multiple PDZ domain crumbs cell polarity complex component"
"35596_at"	"0.9997"	"9.36e-01"	"-0.083034"	"-6.0661"	"-0.016944"	"C19orf57"	"chromosome 19 open reading frame 57"
"35151_at"	"0.9997"	"9.36e-01"	"0.083024"	"-6.0661"	"0.0121795"	"CDK2AP2"	"cyclin dependent kinase 2 associated protein 2"
"31641_s_at"	"0.9997"	"9.36e-01"	"-0.082923"	"-6.0661"	"-0.0123375"	"MMP23A///MMP23B"	"matrix metallopeptidase 23A (pseudogene)///matrix metallopeptidase 23B"
"39874_at"	"0.9997"	"9.36e-01"	"0.0826"	"-6.0661"	"0.017556"	"GUCY2F"	"guanylate cyclase 2F, retinal"
"39975_at"	"0.9997"	"9.36e-01"	"-0.082598"	"-6.0661"	"-0.0159955"	"UBFD1"	"ubiquitin family domain containing 1"
"38624_at"	"0.9997"	"9.36e-01"	"0.082572"	"-6.0661"	"0.0146965"	"SLC12A4"	"solute carrier family 12 member 4"
"1228_s_at"	"0.9997"	"9.37e-01"	"-0.082412"	"-6.0662"	"-0.012585"	"CTAGE5"	"CTAGE family member 5, ER export factor"
"39514_s_at"	"0.9997"	"9.37e-01"	"0.082389"	"-6.0662"	"0.0140575"	"INPP4A"	"inositol polyphosphate-4-phosphatase type I A"
"33621_at"	"0.9997"	"9.37e-01"	"-0.082383"	"-6.0662"	"-0.012374"	"HNF1B"	"HNF1 homeobox B"
"35779_at"	"0.9997"	"9.37e-01"	"-0.082355"	"-6.0662"	"-0.01625"	"VPS45"	"vacuolar protein sorting 45 homolog"
"34525_at"	"0.9997"	"9.37e-01"	"-0.082354"	"-6.0662"	"-0.0126775"	"TCL1B"	"T-cell leukemia/lymphoma 1B"
"39625_at"	"0.9997"	"9.37e-01"	"0.082311"	"-6.0662"	"0.025019"	"EXPH5"	"exophilin 5"
"36026_at"	"0.9997"	"9.37e-01"	"-0.082075"	"-6.0662"	"-0.013379"	"PGAM2"	"phosphoglycerate mutase 2"
"40505_at"	"0.9997"	"9.37e-01"	"-0.082011"	"-6.0662"	"-0.0168245"	"UBE2L6"	"ubiquitin conjugating enzyme E2 L6"
"31655_at"	"0.9997"	"9.37e-01"	"-0.08172"	"-6.0662"	"-0.015035"	""	""
"35206_at"	"0.9997"	"9.37e-01"	"-0.081704"	"-6.0662"	"-0.013109"	"CEP250"	"centrosomal protein 250"
"37818_at"	"0.9997"	"9.37e-01"	"0.081661"	"-6.0662"	"0.0124735"	"FBXO46"	"F-box protein 46"
"37332_r_at"	"0.9997"	"9.37e-01"	"-0.081563"	"-6.0662"	"-0.02003"	"ALDH4A1"	"aldehyde dehydrogenase 4 family member A1"
"39135_at"	"0.9997"	"9.37e-01"	"-0.081495"	"-6.0662"	"-0.014324"	"GRAMD4"	"GRAM domain containing 4"
"38699_at"	"0.9997"	"9.37e-01"	"0.081428"	"-6.0662"	"0.014041"	"TUBB4A"	"tubulin beta 4A class IVa"
"40206_at"	"0.9997"	"9.37e-01"	"-0.08141"	"-6.0662"	"-0.012064"	"PSKH1"	"protein serine kinase H1"
"40939_at"	"0.9997"	"9.37e-01"	"0.081398"	"-6.0662"	"0.014027"	"RCE1"	"Ras converting CAAX endopeptidase 1"
"34802_at"	"0.9997"	"9.37e-01"	"0.081375"	"-6.0662"	"0.0159485"	"COL6A2"	"collagen type VI alpha 2 chain"
"39960_at"	"0.9997"	"9.37e-01"	"-0.081339"	"-6.0662"	"-0.0154655"	"COQ2"	"coenzyme Q2, polyprenyltransferase"
"37135_f_at"	"0.9997"	"9.37e-01"	"-0.081267"	"-6.0663"	"-0.0139265"	"GRIN1"	"glutamate ionotropic receptor NMDA type subunit 1"
"39915_at"	"0.9997"	"9.38e-01"	"0.081226"	"-6.0663"	"0.0143875"	"TRPM2"	"transient receptor potential cation channel subfamily M member 2"
"33019_at"	"0.9997"	"9.38e-01"	"0.081207"	"-6.0663"	"0.014953"	"PARK2"	"parkin RBR E3 ubiquitin protein ligase"
"34620_at"	"0.9997"	"9.38e-01"	"-0.081156"	"-6.0663"	"-0.013436"	"PAX5"	"paired box 5"
"37620_at"	"0.9997"	"9.38e-01"	"0.081115"	"-6.0663"	"0.0322475"	"TAF12"	"TATA-box binding protein associated factor 12"
"37311_at"	"0.9997"	"9.38e-01"	"0.080978"	"-6.0663"	"0.020577"	"TALDO1"	"transaldolase 1"
"37262_at"	"0.9997"	"9.38e-01"	"0.080975"	"-6.0663"	"0.01342"	"ABCC9"	"ATP binding cassette subfamily C member 9"
"39557_at"	"0.9997"	"9.38e-01"	"0.080849"	"-6.0663"	"0.0138555"	"LYRM9"	"LYR motif containing 9"
"38495_s_at"	"0.9997"	"9.38e-01"	"0.080793"	"-6.0663"	"0.0237495"	"FUT3"	"fucosyltransferase 3 (Lewis blood group)"
"35428_g_at"	"0.9997"	"9.38e-01"	"-0.080772"	"-6.0663"	"-0.0123695"	"DRC3"	"dynein regulatory complex subunit 3"
"34247_at"	"0.9997"	"9.38e-01"	"-0.080755"	"-6.0663"	"-0.0163865"	"PRSS12"	"protease, serine 12"
"34931_at"	"0.9997"	"9.38e-01"	"-0.080743"	"-6.0663"	"-0.0126115"	"CPEB3"	"cytoplasmic polyadenylation element binding protein 3"
"1712_s_at"	"0.9997"	"9.38e-01"	"0.080294"	"-6.0663"	"0.0120775"	"MAP2K4"	"mitogen-activated protein kinase kinase 4"
"34258_at"	"0.9997"	"9.38e-01"	"-0.080093"	"-6.0664"	"-0.013022"	"MKLN1"	"muskelin 1"
"41260_at"	"0.9997"	"9.39e-01"	"0.079902"	"-6.0664"	"0.0323665"	"DDX17"	"DEAD-box helicase 17"
"40296_at"	"0.9997"	"9.39e-01"	"-0.079828"	"-6.0664"	"-0.016229"	"SASH3"	"SAM and SH3 domain containing 3"
"35214_at"	"0.9997"	"9.39e-01"	"0.079818"	"-6.0664"	"0.0159855"	"UGDH"	"UDP-glucose 6-dehydrogenase"
"1594_at"	"0.9997"	"9.39e-01"	"-0.079676"	"-6.0664"	"-0.0144865"	"POLR2C"	"RNA polymerase II subunit C"
"726_f_at"	"0.9997"	"9.39e-01"	"-0.079609"	"-6.0664"	"-0.0122845"	"CSHL1"	"chorionic somatomammotropin hormone like 1"
"2007_g_at"	"0.9997"	"9.39e-01"	"0.0796"	"-6.0664"	"0.0138045"	"JAK3"	"Janus kinase 3"
"36518_at"	"0.9997"	"9.39e-01"	"0.079596"	"-6.0664"	"0.011986"	"SPTLC2"	"serine palmitoyltransferase long chain base subunit 2"
"31713_s_at"	"0.9997"	"9.39e-01"	"-0.079566"	"-6.0664"	"-0.0119685"	"DLGAP2"	"DLG associated protein 2"
"38463_s_at"	"0.9997"	"9.39e-01"	"-0.079536"	"-6.0664"	"-0.0148395"	"AMPD3"	"adenosine monophosphate deaminase 3"
"36351_at"	"0.9997"	"9.39e-01"	"-0.079521"	"-6.0664"	"-0.0133975"	"KAZALD1"	"Kazal type serine peptidase inhibitor domain 1"
"39157_at"	"0.9997"	"9.39e-01"	"0.079358"	"-6.0664"	"0.014374"	""	""
"36688_at"	"0.9997"	"9.39e-01"	"0.079353"	"-6.0664"	"0.024895"	"SCP2"	"sterol carrier protein 2"
"39216_at"	"0.9997"	"9.39e-01"	"0.079325"	"-6.0664"	"0.0128"	"UNC93A"	"unc-93 homolog A (C. elegans)"
"34186_at"	"0.9997"	"9.39e-01"	"-0.079301"	"-6.0664"	"-0.0118215"	"PCBP4"	"poly(rC) binding protein 4"
"41671_at"	"0.9997"	"9.39e-01"	"-0.079294"	"-6.0664"	"-0.0168135"	"EML1"	"echinoderm microtubule associated protein like 1"
"34899_at"	"0.9997"	"9.39e-01"	"-0.079211"	"-6.0664"	"-0.0122705"	"TTBK2"	"tau tubulin kinase 2"
"32389_at"	"0.9997"	"9.39e-01"	"0.0792"	"-6.0664"	"0.012988"	""	""
"33283_at"	"0.9997"	"9.39e-01"	"0.079144"	"-6.0664"	"0.0128125"	"ARRB2"	"arrestin beta 2"
"38947_at"	"0.9997"	"9.39e-01"	"-0.07889"	"-6.0665"	"-0.0143805"	""	""
"1808_s_at"	"0.9997"	"9.39e-01"	"-0.078884"	"-6.0665"	"-0.019524"	"FAS"	"Fas cell surface death receptor"
"36612_at"	"0.9997"	"9.39e-01"	"-0.078768"	"-6.0665"	"-0.011988"	"FAM168A"	"family with sequence similarity 168 member A"
